ID,required language,position name,work experience,education,salary_lower_bound,salary_upper_bound,company scale,location,series level,company_name,search num
2768,PHP,PHP,3-5year,Bachelor,20,40,少于15人,Shenzhen,startup (no financing),微浪互动,23000
2769,PHP,PHP,1-3year,junior college,8,16,50-150人,Shenzhen,developing (no financing need),微蓝互动,233000
2770,PHP,PHP,3-5year,junior college,15,18,15-50人,Shanghai,startup (no financing need),微科数据,535000
2771,PHP,PHP,unlimited,Bachelor,4,8,少于15人,Xi'an,startup (no financing need),微开网络,11400000
2772,PHP,PHP,1-3year,Unlimited,6,12,15-50人,Changsha,developing (A round),微猴科技,267000
2773,PHP,PHP,unlimited,junior college,5,10,50-150人,Changsha,startup (no financing),微光互动,2770
2774,PHP,PHP,unlimited,Unlimited,20,35,500-2000人,Beijing,mature (C round),微店,12000000
2775,PHP,PHP,3-5year,Bachelor,10,15,2000人以上,Beijing,mature (no financing need),微创,2230000
2776,PHP,PHP,3-5year,Bachelor,10,15,2000人以上,Beijing,mature (no financing need),微创,2230000
2777,PHP,PHP,3-5year,Bachelor,10,15,2000人以上,Beijing,mature (no financing need),微创,2230000
2778,PHP,PHP,3-5year,Bachelor,10,15,2000人以上,Beijing,mature (no financing need),微创,2230000
2779,PHP,PHP,1-3year,junior college,10,20,500-2000人,Hangzhou,listed company,微巴,794000
2780,PHP,PHP,1-3year,Unlimited,10,15,500-2000人,Hangzhou,listed company,微巴,794000
2781,PHP,PHP,3-5year,Unlimited,12,24,50-150人,Hangzhou,developing (A round),威佩,28700
2782,PHP,PHP,3-5year,junior college,8,15,50-150人,Guangzhou,developing (no financing need),网纵,23400
2783,PHP,PHP,5-10year,junior college,15,30,150-500人,Beijing,startup (angel round),网展,30700000
2784,PHP,PHP,unlimited,Bachelor,8,12,150-500人,Hangzhou,mature (D round or over),网银互联,3870000
2785,PHP,PHP,unlimited,junior college,4,8,15-50人,Chengdu,startup (no financing need),网信天成,60400
2786,PHP,PHP,3-5year,Bachelor,15,30,2000人以上,Beijing,developing (B round),网信集团,19700000
2787,PHP,PHP,3-5year,Bachelor,15,30,2000人以上,Beijing,developing (B round),网信集团,19700000
2788,PHP,PHP,1-3year,Bachelor,6,12,50-150人,Hangzhou,startup (no financing),网新创建,5390000
2789,PHP,PHP,1-3year,junior college,8,10,50-150人,Changsha,startup (no financing),网舜科技,71
2790,PHP,PHP,3-5year,junior college,6,9,50-150人,Nanjing,developing (A round),网能,60000000
2791,PHP,PHP,1-3year,junior college,6,8,50-150人,Chengdu,developing (A round),网立方互动,167000
2792,PHP,PHP,3-5year,Unlimited,9,18,15-50人,Shenzhen,startup (no financing need),万益科技,778000
2793,PHP,PHP,3-5year,junior college,10,15,150-500人,Nanjing,listed company,万圣伟业,72400
2794,PHP,PHP,1-3year,junior college,10,18,150-500人,Hangzhou,developing (B round),万色城,270000
2795,PHP,PHP,3-5year,junior college,8,12,15-50人,Chengdu,startup (no financing need),万美时光,691000
2796,PHP,PHP,1-3year,junior college,5,7,15-50人,Xi'an,startup (no financing need),万里达实业,112000
2797,PHP,PHP,less than 1 year,junior college,8,10,15-50人,Shenzhen,developing (A round),玩积分,5230000
2798,PHP,PHP,3-5year,Bachelor,15,25,50-150人,Beijing,developing (B round),豌豆公主，日本优品一站购,22600
2799,PHP,PHP,unlimited,junior college,8,15,15-50人,Changsha,startup (no financing),哇好酒平台,2150000
2800,PHP,PHP,1-3year,junior college,4,8,50-150人,Wuhan,startup (no financing),土木金华信息科技有限公司,185000
2801,PHP,PHP,1-3year,Bachelor,5,10,150-500人,Changsha,mature (C round),土流网,1750000
2802,PHP,php,1-3year,Bachelor,6,12,2000人以上,Shenzhen,mature (C round),土巴兔,11600000
2803,PHP,Php,3-5year,Bachelor,15,30,2000人以上,Nanjing,listed company,途牛旅游网,10500000
2804,PHP,PHP,3-5year,Bachelor,12,22,2000人以上,Nanjing,listed company,途牛旅游网,10500000
2805,PHP,PHP,1-3year,Bachelor,8,15,2000人以上,Nanjing,listed company,途牛旅游网,10500000
2806,PHP,PHP,1-3year,Bachelor,6,10,15-50人,Xi'an,startup (no financing),途火科技,991000
2807,PHP,PHP,unlimited,Bachelor,2,3,15-50人,Xi'an,startup (no financing),途火科技,991000
2808,PHP,PHP,1-3year,Bachelor,5,10,50-150人,Changsha,startup (no financing),投资家,6830000
2809,PHP,PHP,1-3year,junior college,10,15,50-150人,Shenzhen,developing (no financing need),桐杺国际,333
2810,PHP,PHP,3-5year,Bachelor,15,25,15-50人,Beijing,startup (no financing),同人在线,10900000
2811,PHP,PHP,1-3year,Bachelor,10,18,2000人以上,Hangzhou,listed company,同花顺,12000000
2812,PHP,PHP,1-3year,Bachelor,9,18,2000人以上,Hangzhou,listed company,同花顺,12000000
2813,PHP,PHP,3-5year,Unlimited,12,20,少于15人,Shanghai,startup (angel round),同城热恋,1120000
2814,PHP,PHP,1-3year,Unlimited,5,10,15-50人,Shenzhen,developing (A round),通深港,2460000
2815,PHP,PHP,5-10year,Unlimited,15,20,2000人以上,Beijing,mature (no financing need),通力互联,2190000
2816,PHP,PHP,3-5year,Bachelor,10,17,2000人以上,Beijing,mature (no financing need),通力互联,2190000
2817,PHP,PHP,1-3year,junior college,8,15,50-150人,Shanghai,developing (no financing need),通方软件,33600
2818,PHP,PHP,3-5year,junior college,8,12,150-500人,Shenzhen,developing (A round),铁马高尔夫,10900
2819,PHP,PHP,1-3year,junior college,8,15,15-50人,Shenzhen,startup (angel round),贴心小护,2080000
2820,PHP,PHP,1-3year,Unlimited,8,15,少于15人,Suzhou,startup (no financing),跳跳糖,2920000
2821,PHP,PHP,3-5year,Unlimited,12,18,50-150人,Shenzhen,developing (A round),田觅觅,349000
2822,PHP,PHP,1-3year,Bachelor,8,15,50-150人,Shenzhen,listed company,天英教育,1860000
2823,PHP,PHP,1-3year,Bachelor,10,15,150-500人,Shanghai,developing (no financing need),天翼视讯,961000
2824,PHP,PHP,3-5year,junior college,8,15,15-50人,Chengdu,startup (no financing need),天蝎,19300000
2825,PHP,PHP,3-5year,Bachelor,15,30,15-50人,Shenzhen,startup (no financing need),天鹏国际,2020000
2826,PHP,PHP,1-3year,Unlimited,8,15,15-50人,Nanjing,startup (no financing need),天牛网,1080000
2827,PHP,PHP,3-5year,Bachelor,10,20,500-2000人,Beijing,mature (D round or over),天脉,1930000
2828,PHP,PHP,3-5year,Bachelor,12,20,50-150人,Changsha,startup (no financing),天创,10900000
2829,PHP,PHP,3-5year,Bachelor,12,15,150-500人,Shanghai,developing (no financing need),天臣集团,641000
2830,PHP,PHP,1-3year,Bachelor,7,14,50-150人,Hangzhou,startup (no financing),腾讯大浙网,2310000
2831,PHP,PHP,3-5year,Bachelor,20,30,2000人以上,Beijing,listed company,腾讯,70300000
2832,PHP,PHP,3-5year,Bachelor,15,30,2000人以上,Shenzhen,listed company,腾讯,70300000
2833,PHP,PHP,1-3year,Bachelor,10,18,50-150人,Guangzhou,startup (no financing),特色国旅广州分公司,4950000
2834,PHP,PHP,1-3year,junior college,6,12,15-50人,Wuhan,startup (no financing need),淘客助手，淘客选品商家推广,1020000
2835,PHP,PHP,1-3year,junior college,10,20,少于15人,Hangzhou,startup (no financing),泰杉文化科技,9300
2836,PHP,PHP,1-3year,junior college,10,20,500-2000人,Hangzhou,mature (no financing need),泰和网,1230000
2837,PHP,PHP,3-5year,Bachelor,10,20,500-2000人,Beijing,mature (no financing need),太合音乐（百度音乐）,4660
2838,PHP,PHP,unlimited,Unlimited,4,8,50-150人,Changsha,startup (no financing),拓众互动,37
2839,PHP,PHP,3-5year,Bachelor,10,20,15-50人,Shenzhen,startup (no financing need),拓思创新通信技术有限公司,27000
2840,PHP,PHP,3-5year,junior college,8,15,150-500人,Hangzhou,startup (no financing),梭转科技,239000
2841,PHP,PHP,5-10year,Unlimited,10,16,50-150人,Wuhan,startup (no financing),苏州携君网络科技有限公司,234000
2842,PHP,PHP,1-3year,junior college,4,6,50-150人,Suzhou,startup (no financing),苏州农夫四季,15400
2843,PHP,PHP,3-5year,Unlimited,7,13,少于15人,Suzhou,startup (no financing),苏州百发信息,40
2844,PHP,PHP,3-5year,junior college,8,10,15-50人,Shenzhen,startup (no financing),搜集科技,3210000
2845,PHP,PHP,3-5year,junior college,15,20,50-150人,Beijing,developing (A round),嗖嗖快跑,547000
2846,PHP,PHP,3-5year,Unlimited,10,20,15-50人,Suzhou,startup (no financing),四维空间智能科技,23600
2847,PHP,PHP,1-3year,Bachelor,9,15,15-50人,Beijing,startup (no financing need),四吉移动,130000
2848,PHP,PHP,1-3year,Unlimited,6,8,150-500人,Nanjing,startup (angel round),四海商舟,102000
2849,PHP,PHP,3-5year,Bachelor,12,19,2000人以上,Chengdu,listed company,四川长虹电器股份有限公司,440000
2850,PHP,PHP,3-5year,junior college,5,10,150-500人,Chengdu,developing (A round),四川弘和集团,1830000
2851,PHP,PHP,1-3year,Bachelor,8,12,15-50人,Xi'an,startup (no financing),四博互联,25100
2852,PHP,PHP,3-5year,Unlimited,6,10,15-50人,Chengdu,startup (angel round),斯巴特之光,23
2853,PHP,PHP,1-3year,junior college,8,12,少于15人,Shenzhen,startup (no financing),思予文化,97500
2854,PHP,PHP,3-5year,junior college,15,20,50-150人,Beijing,developing (no financing need),思库教育,72000
2855,PHP,PHP,3-5year,junior college,15,20,50-150人,Beijing,developing (no financing need),思库教育,72000
2856,PHP,PHP,1-3year,junior college,10,15,50-150人,Beijing,developing (no financing need),思库教育,72000
2857,PHP,PHP,1-3year,Unlimited,10,20,50-150人,Beijing,developing (no financing need),思库教育,72000
2858,PHP,PHP,1-3year,Bachelor,5,10,15-50人,Wuhan,startup (angel round),思高科技,1190000
2859,PHP,PHP,1-3year,junior college,5,10,50-150人,Chengdu,startup (no financing),思而科,7240
2860,PHP,PHP,unlimited,junior college,8,12,少于15人,Shenzhen,startup (no financing need),顺企网,11200000
2861,PHP,PHP,1-3year,junior college,6,8,15-50人,Chengdu,startup (no financing),水晶球财经网,189000
2862,PHP,PHP,3-5year,Bachelor,15,24,2000人以上,Shenzhen,mature (no financing need),双易,105000
2863,PHP,PHP,1-3year,Unlimited,5,6,少于15人,Hangzhou,startup (no financing),双收网络旗下无忧建站,491000
2864,PHP,PHP,3-5year,junior college,10,20,50-150人,Shenzhen,developing (no financing need),双佳医疗,789000
2865,PHP,PHP,1-3year,Bachelor,20,40,50-150人,Beijing,developing (no financing need),数美,185000
2866,PHP,PHP,3-5year,Unlimited,5,10,少于15人,Changsha,startup (no financing),售码网,2260000
2867,PHP,PHP,unlimited,Unlimited,10,15,150-500人,Chengdu,developing (no financing need),首创科技,2040000
2868,PHP,PHP,1-3year,Bachelor,7,10,15-50人,Hangzhou,startup (no financing),收米网络,450000
2869,PHP,PHP,1-3year,Bachelor,20,30,50-150人,Shanghai,developing (B round),视+AR,4450000
2870,PHP,PHP,1-3year,Bachelor,6,10,15-50人,Chengdu,startup (no financing need),世纪顶点,55300
2871,PHP,PHP,1-3year,Bachelor,8,15,50-150人,Guangzhou,startup (angel round),世丰,1330000
2872,PHP,PHP,1-3year,junior college,6,12,150-500人,Shanghai,developing (A round),世道健康,2180000
2873,PHP,PHP,1-3year,Bachelor,10,18,50-150人,Shenzhen,developing (A round),时代际客,32500
2874,PHP,PHP,3-5year,Bachelor,15,19,15-50人,Hangzhou,startup (no financing),石磨,11400000
2875,PHP,PHP,1-3year,Bachelor,10,15,15-50人,Shenzhen,startup (no financing),石肤科技,62700
2876,PHP,PHP,1-3year,junior college,8,15,50-150人,Guangzhou,developing (A round),十牛科技,1550000
2877,PHP,PHP,1-3year,junior college,6,12,15-50人,Wuhan,startup (no financing),十点半,9120000
2878,PHP,PHP,5-10year,Bachelor,15,25,150-500人,Shenzhen,developing (B round),嵊灿科技,34500
2879,PHP,PHP,3-5year,Bachelor,15,25,150-500人,Shenzhen,developing (B round),嵊灿科技,34500
2880,PHP,PHP,3-5year,Bachelor,15,25,150-500人,Shenzhen,developing (B round),嵊灿科技,34500
2881,PHP,PHP,3-5year,Bachelor,8,15,50-150人,Chengdu,developing (no financing need),盛趣网络,46500
2882,PHP,PHP,3-5year,Bachelor,18,30,500-2000人,Beijing,listed company,盛景网联,371000
2883,PHP,PHP,1-3year,Bachelor,8,10,15-50人,Suzhou,startup (no financing),圣阶网络,12200
2884,PHP,PHP,1-3year,Bachelor,10,15,50-150人,Shenzhen,startup (no financing),圣火传媒,1360000
2885,PHP,PHP,1-3year,junior college,8,12,少于15人,Wuhan,startup (angel round),神彩技术,6720000
2886,PHP,PHP,3-5year,junior college,15,30,50-150人,Shenzhen,developing (no financing need),深圳微信创,1330000
2887,PHP,PHP,3-5year,junior college,15,20,50-150人,Shenzhen,developing (A round),深圳市中电网络技术有限公司,282000
2888,PHP,PHP,3-5year,Unlimited,12,22,15-50人,Shenzhen,startup (no financing need),深圳市织巢鸟网络科技有限公司,97
2889,PHP,PHP,3-5year,junior college,8,15,500-2000人,Shenzhen,developing (B round),深圳市有棵树科技股份有限公司,269000
2890,PHP,PHP,1-3year,junior college,10,15,15-50人,Shenzhen,developing (B round),深圳市途经网络科技有限公司,18700
2891,PHP,PHP,5-10year,junior college,12,22,500-2000人,Shenzhen,mature (C round),深圳市泰久信息系统股份有限公司,10400
2892,PHP,PHP,3-5year,junior college,9,15,500-2000人,Xi'an,mature (C round),深圳市泰久信息系统股份有限公司,10400
2893,PHP,PHP,3-5year,junior college,10,15,50-150人,Shenzhen,startup (angel round),深圳市麦谷科技有限公司,5140
2894,PHP,PHP,3-5year,junior college,10,20,150-500人,Guangzhou,developing (no financing need),深圳彩无敌软件科技有限公司,45
2895,PHP,PHP,3-5year,Unlimited,10,20,150-500人,Guangzhou,developing (no financing need),深圳彩无敌软件科技有限公司,45
2896,PHP,PHP,1-3year,junior college,8,12,15-50人,Shenzhen,startup (no financing),深北云燕,4230
2897,PHP,PHP,1-3year,junior college,5,10,少于15人,Hangzhou,startup (angel round),摄蝇,80600
2898,PHP,php,3-5year,Bachelor,14,25,15-50人,Beijing,developing (A round),尚品云智,54
2899,PHP,PHP,3-5year,junior college,7,10,50-150人,Changsha,mature (C round),尚品企划,59000
2900,PHP,PHP,less than 1 year,junior college,5,9,50-150人,Shenzhen,startup (no financing),尚米网络,1690000
2901,PHP,PHP,3-5year,junior college,8,15,15-50人,Wuhan,startup (angel round),尚科在线,599000
2902,PHP,PHP,1-3year,Unlimited,5,10,15-50人,Wuhan,startup (angel round),尚科在线,599000
2903,PHP,PHP,5-10year,Unlimited,7,11,150-500人,Wuhan,startup (no financing),尚格会展,91300
2904,PHP,PHP,3-5year,junior college,6,10,15-50人,Chengdu,developing (A round),上群科技,4040000
2905,PHP,PHP,3-5year,junior college,9,17,150-500人,Shanghai,startup (no financing),上海云虎软件有限公司,56
2906,PHP,PHP,unlimited,junior college,10,20,50-150人,Shanghai,startup (no financing),上海易教信息科技,4070
2907,PHP,PHP,5-10year,Bachelor,15,30,50-150人,Shanghai,startup (no financing),上海要客,376000
2908,PHP,PHP,3-5year,Bachelor,15,30,15-50人,Shanghai,developing (A round),上海小零网络科技有限公司爱零工,13200
2909,PHP,PHP,3-5year,junior college,8,16,150-500人,Shanghai,developing (no financing need),上海荣恋,57500
2910,PHP,PHP,3-5year,junior college,7,9,15-50人,Shanghai,startup (angel round),上海千樱信息,53
2911,PHP,PHP,3-5year,junior college,8,15,50-150人,Shanghai,listed company,上海茉久信息科技有限公司,274000
2912,PHP,PHP,1-3year,junior college,6,9,150-500人,Shanghai,mature (C round),上海旅烨互联网有限公司,34500
2913,PHP,PHP,3-5year,Unlimited,12,18,15-50人,Shanghai,startup (no financing need),上海钜甲电子商务有限公司,302
2914,PHP,PHP,3-5year,junior college,13,20,50-150人,Shanghai,developing (no financing need),上海敬游软件,65
2915,PHP,PHP,1-3year,Unlimited,10,15,50-150人,Shanghai,developing (no financing need),上海昊龙房产经纪有限公司,200000
2916,PHP,PHP,3-5year,Bachelor,10,15,150-500人,Shanghai,developing (no financing need),上海观池,66200
2917,PHP,PHP,3-5year,junior college,12,15,50-150人,Shanghai,developing (no financing need),上海澄石,293000
2918,PHP,PHP,1-3year,Unlimited,5,10,15-50人,Changsha,startup (no financing),赏金科技,2140000
2919,PHP,PHP,3-5year,junior college,15,20,500-2000人,Shanghai,mature (C round),商派软件,826000
2920,PHP,PHP,1-3year,junior college,8,15,15-50人,Guangzhou,startup (no financing),商派蓝联,78
2921,PHP,PHP,3-5year,junior college,10,18,15-50人,Shenzhen,startup (no financing),商加,33100000
2922,PHP,PHP,1-3year,junior college,4,8,15-50人,Xi'an,startup (no financing),陕西顺途网络,38
2923,PHP,PHP,1-3year,junior college,4,7,15-50人,Xi'an,startup (no financing),陕西闰能,1070000
2924,PHP,PHP,1-3year,junior college,8,12,50-150人,Xi'an,startup (no financing),陕西罗文网络科技有限公司,16600
2925,PHP,PHP,3-5year,junior college,10,15,50-150人,Shanghai,startup (no financing),闪尖科技,4610
2926,PHP,PHP,1-3year,Bachelor,5,8,15-50人,Guangzhou,startup (no financing need),闪风猫,17
2927,PHP,PHP,3-5year,junior college,15,30,50-150人,Beijing,developing (A round),闪电刷新,2920000
2928,PHP,PHP,1-3year,Bachelor,8,13,50-150人,Nanjing,developing (no financing need),山西鲜立达电子商务有限公司,1700
2929,PHP,PHP,3-5year,Bachelor,20,30,50-150人,Beijing,startup (no financing),沙小僧,126000
2930,PHP,PHP,1-3year,Unlimited,5,6,15-50人,Chengdu,startup (no financing need),赛新科技,3490000
2931,PHP,PHP,1-3year,Unlimited,11,15,15-50人,Shenzhen,startup (no financing need),赛曼,1300000
2932,PHP,PHP,unlimited,Unlimited,10,15,50-150人,Suzhou,startup (no financing),若水网络,2080000
2933,PHP,PHP,1-3year,junior college,6,10,50-150人,Suzhou,startup (no financing),若水网络,2080000
2934,PHP,PHP,1-3year,Bachelor,4,8,15-50人,Suzhou,startup (no financing),睿途网络,133000
2935,PHP,PHP,1-3year,junior college,4,6,15-50人,Chengdu,startup (no financing need),锐智互动,194000
2936,PHP,PHP,1-3year,Bachelor,6,12,15-50人,Guangzhou,startup (no financing need),融远科技,80
2937,PHP,PHP,1-3year,Bachelor,4,8,15-50人,Xi'an,startup (no financing),融华科技,2060000
2938,PHP,PHP,1-3year,junior college,15,25,150-500人,Shanghai,listed company,容易网,76800
2939,PHP,PHP,1-3year,Bachelor,10,18,150-500人,Shanghai,listed company,容易网,76800
2940,PHP,PHP,3-5year,Unlimited,10,20,15-50人,Shenzhen,startup (no financing),日通商贸,455000
2941,PHP,PHP,unlimited,junior college,6,12,50-150人,Hangzhou,startup (angel round),仁润科技,210000
2942,PHP,PHP,3-5year,junior college,8,15,50-150人,Hangzhou,startup (no financing),人众金服,46300
2943,PHP,PHP,1-3year,Bachelor,20,35,2000人以上,Beijing,developing (B round),人人行(借贷宝),36300
2944,PHP,PHP,unlimited,Bachelor,15,30,2000人以上,Beijing,developing (B round),人人行(借贷宝),36300
2945,PHP,PHP,3-5year,Bachelor,12,18,150-500人,Beijing,mature (C round),人人快递网,1270000
2946,PHP,PHP,3-5year,Bachelor,15,25,50-150人,Beijing,developing (B round),人民幼禾,26000
2947,PHP,PHP,1-3year,Unlimited,8,16,15-50人,Guangzhou,startup (no financing need),人马科技,2030000
2948,PHP,PHP,1-3year,junior college,8,9,15-50人,Guangzhou,startup (no financing),群智网络,463000
2949,PHP,PHP,1-3year,Unlimited,10,15,15-50人,Suzhou,startup (angel round),全时科技,2540000
2950,PHP,PHP,3-5year,junior college,15,25,50-150人,Shenzhen,startup (angel round),全球蛙,497000
