ID,required language,position name,work experience,education,salary_lower_bound,salary_upper_bound,company scale,location,series level,company_name,search num
4354,Java,Java开发工程师,3-5year,junior college,9,15,2000人以上,Shenzhen,mature (no financing need),跨越速运,489000
4355,Java,Java开发工程师,3-5year,junior college,10,20,150-500人,Shenzhen,developing (A round),跨海侠,459000
4356,Java,Java开发工程师,1-3year,Bachelor,12,24,15-50人,Shenzhen,startup (angel round),库范系统,2490000
4357,Java,Java开发工程师,3-5year,junior college,9,18,500-2000人,Chengdu,developing (B round),客如云,1210000
4358,Java,Java开发工程师,3-5year,Bachelor,10,20,500-2000人,Nanjing,startup (no financing),科旭网络,721000
4359,Java,java开发工程师,3-5year,Bachelor,10,15,150-500人,Chengdu,developing (A round),科来软件,361000
4360,Java,java开发工程师,3-5year,Bachelor,8,15,150-500人,Chengdu,developing (A round),科来软件,361000
4361,Java,Java开发工程师,1-3year,Bachelor,7,13,2000人以上,Suzhou,listed company,科达,11200000
4362,Java,Java开发工程师,3-5year,junior college,5,10,50-150人,Xi'an,startup (no financing),科创云服,339000
4363,Java,Java开发工程师,1-3year,Bachelor,8,16,500-2000人,Shenzhen,listed company,凯立德,11600000
4364,Java,java开发工程师,3-5year,Bachelor,12,20,50-150人,Hangzhou,developing (no financing need),卡咪网络,163000
4365,Java,Java开发工程师,1-3year,junior college,8,15,50-150人,Nanjing,developing (no financing need),卡池网,380000
4366,Java,Java开发工程师,1-3year,Unlimited,7,14,150-500人,Xi'an,developing (A round),骏途旅游网,46000
4367,Java,Java开发工程师,3-5year,junior college,12,20,15-50人,Hangzhou,startup (no financing),聚米众筹,67900
4368,Java,Java开发工程师,1-3year,Bachelor,10,15,50-150人,Suzhou,developing (B round),聚合数据,2370000
4369,Java,JAVA开发工程师,3-5year,junior college,14,20,50-150人,Shenzhen,startup (no financing),居天下,15500000
4370,Java,Java开发工程师,1-3year,Bachelor,9,13,15-50人,Wuhan,developing (A round),就医120,3410000
4371,Java,Java开发工程师,3-5year,Unlimited,12,20,15-50人,Hangzhou,developing (A round),就试试衣间,878000
4372,Java,Java开发工程师,1-3year,Bachelor,10,20,50-150人,Beijing,developing (no financing need),就旅行,5460000
4373,Java,Java开发工程师,3-5year,Unlimited,12,20,50-150人,Hangzhou,developing (A round),玖远科技,19700
4374,Java,Java开发工程师,3-5year,junior college,10,20,50-150人,Beijing,developing (no financing need),玖秀互动,9320
4375,Java,Java开发工程师,1-3year,junior college,6,10,500-2000人,Guangzhou,listed company,久邦数码,658000
4376,Java,Java开发工程师,3-5year,Bachelor,10,20,15-50人,Hangzhou,startup (no financing need),九州方园科技,118000
4377,Java,Java开发工程师,1-3year,Bachelor,8,12,15-50人,Nanjing,startup (no financing need),九寸云,265000
4378,Java,Java开发工程师,3-5year,Bachelor,15,30,50-150人,Hangzhou,developing (no financing need),九爱科技,1880000
4379,Java,Java开发工程师,3-5year,Bachelor,10,20,150-500人,Guangzhou,listed company,景心科技,78300
4380,Java,Java开发工程师,3-5year,Bachelor,8,15,150-500人,Chengdu,developing (no financing need),景和千城,287000
4381,Java,Java开发工程师,1-3year,junior college,5,8,15-50人,Suzhou,startup (angel round),精易会,20000000
4382,Java,Java开发工程师,1-3year,Bachelor,15,25,150-500人,Shanghai,mature (C round),晶赞科技Zamplus,11900
4383,Java,Java开发工程师,3-5year,Bachelor,15,20,2000人以上,Beijing,listed company,京东金融,5280000
4384,Java,Java开发工程师,3-5year,Bachelor,10,15,2000人以上,Nanjing,listed company,京东金融,5280000
4385,Java,JAVA开发工程师,3-5year,Bachelor,16,30,2000人以上,Chengdu,listed company,京东,46100000
4386,Java,Java开发工程师,1-3year,Bachelor,8,13,500-2000人,Chengdu,developing (A round),金投金融,100000000
4387,Java,Java开发工程师,1-3year,Bachelor,8,12,500-2000人,Chengdu,developing (A round),金投金融,100000000
4388,Java,Java开发工程师,5-10year,junior college,10,16,2000人以上,Shenzhen,mature (no financing need),金瑞龙,321000
4389,Java,Java开发工程师,5-10year,Bachelor,25,35,500-2000人,Shenzhen,mature (no financing need),金凯林集团,33
4390,Java,Java开发工程师,5-10year,junior college,20,40,500-2000人,Shenzhen,mature (no financing need),金凯林集团,33
4391,Java,Java开发工程师,3-5year,Bachelor,15,25,500-2000人,Shenzhen,mature (no financing need),金凯林集团,33
4392,Java,Java开发工程师,3-5year,Bachelor,15,25,500-2000人,Shenzhen,mature (no financing need),金凯林集团,33
4393,Java,Java开发工程师,1-3year,junior college,5,10,50-150人,Suzhou,developing (no financing need),金禾通,156000
4394,Java,Java开发工程师,3-5year,Bachelor,8,15,2000人以上,Chengdu,listed company,金蝶,12500000
4395,Java,Java开发工程师,5-10year,Bachelor,12,22,15-50人,Nanjing,startup (no financing),金电文创,212000
4396,Java,Java开发工程师,3-5year,Bachelor,10,20,2000人以上,Nanjing,listed company,焦点科技,7500000
4397,Java,Java开发工程师,3-5year,Unlimited,15,30,少于15人,Beijing,startup (no financing need),交联科技,1900000
4398,Java,Java开发工程师,1-3year,Bachelor,8,12,150-500人,Xi'an,startup (no financing),交大捷普,97200
4399,Java,Java开发工程师,3-5year,Bachelor,6,9,500-2000人,Chengdu,listed company,江苏智途,310000
4400,Java,Java开发工程师,3-5year,junior college,10,20,50-150人,Nanjing,developing (no financing need),江苏慧世联,66
4401,Java,java开发工程师,less than 1 year,junior college,4,6,150-500人,Nanjing,startup (no financing),江苏华招网,7070
4402,Java,Java开发工程师,3-5year,Bachelor,8,15,50-150人,Chengdu,developing (no financing need),江融信,887000
4403,Java,Java开发工程师,3-5year,Bachelor,8,15,50-150人,Chengdu,developing (no financing need),江融信,887000
4404,Java,Java开发工程师,1-3year,junior college,10,15,150-500人,Guangzhou,developing (A round),健康猫,152000
4405,Java,Java开发工程师,3-5year,junior college,7,12,150-500人,Guangzhou,developing (A round),健康猫,152000
4406,Java,java开发工程师,3-5year,junior college,10,18,150-500人,Guangzhou,developing (A round),兼职猫,487000
4407,Java,Java开发工程师,3-5year,Bachelor,13,25,50-150人,Beijing,developing (no financing need),嘉琪科技,1550000
4408,Java,Java开发工程师,3-5year,Bachelor,10,15,50-150人,Beijing,developing (no financing need),嘉琪科技,1550000
4409,Java,java开发工程师,3-5year,Bachelor,10,15,50-150人,Chengdu,developing (no financing need),嘉琪科技,1550000
4410,Java,Java开发工程师,1-3year,junior college,8,12,2000人以上,Nanjing,mature (no financing need),嘉环科技,285000
4411,Java,Java开发工程师,3-5year,Bachelor,10,20,50-150人,Beijing,developing (no financing need),家有在线,31400000
4412,Java,Java开发工程师,3-5year,Bachelor,13,22,15-50人,Hangzhou,startup (no financing need),集合智造,218000
4413,Java,Java开发工程师,3-5year,Bachelor,12,22,15-50人,Hangzhou,startup (no financing need),集合智造,218000
4414,Java,JAVA开发工程师,3-5year,Bachelor,8,12,150-500人,Suzhou,developing (B round),极课大数据,295000
4415,Java,Java开发工程师,1-3year,Bachelor,6,10,少于15人,Guangzhou,startup (no financing),极汇科技,93
4416,Java,Java开发工程师,3-5year,Bachelor,10,12,150-500人,Beijing,mature (C round),极光,2270000
4417,Java,Java开发工程师,5-10year,junior college,8,15,150-500人,Nanjing,developing (A round),积生活,5070
4418,Java,java开发工程师,3-5year,Bachelor,10,18,150-500人,Guangzhou,developing (B round),机智云,692000
4419,Java,Java开发工程师,5-10year,Bachelor,12,15,500-2000人,Xi'an,listed company,活跃网络,92600
4420,Java,Java开发工程师,5-10year,Bachelor,10,15,500-2000人,Xi'an,listed company,活跃网络,92600
4421,Java,Java开发工程师,1-3year,junior college,4,8,15-50人,Changsha,startup (no financing),慧明达,361000
4422,Java,Java开发工程师,5-10year,junior college,8,12,150-500人,Shenzhen,startup (no financing),惠农,12000000
4423,Java,Java开发工程师,5-10year,junior college,8,12,150-500人,Changsha,startup (no financing),惠农,12000000
4424,Java,Java开发工程师,5-10year,Bachelor,10,20,500-2000人,Chengdu,mature (C round),汇通天下,1210000
4425,Java,java开发工程师,3-5year,Bachelor,8,10,150-500人,Xi'an,mature (D round or over),汇纳科技,2060000
4426,Java,Java开发工程师,3-5year,junior college,9,15,50-150人,Nanjing,developing (no financing need),汇车科技,2060000
4427,Java,Java开发工程师,3-5year,junior college,10,20,50-150人,Suzhou,startup (no financing),环亚数据,1390000
4428,Java,java开发工程师,1-3year,Bachelor,10,20,150-500人,Shenzhen,developing (no financing need),华云科技,2030000
4429,Java,Java开发工程师,3-5year,junior college,10,20,150-500人,Chengdu,developing (B round),华云合创成都分公司,6600
4430,Java,Java开发工程师,3-5year,Bachelor,15,25,2000人以上,Shenzhen,listed company,华讯方舟,1060000
4431,Java,java开发工程师,unlimited,junior college,7,13,50-150人,Beijing,startup (no financing),华夏易联,121000
4432,Java,java开发工程师,3-5year,Bachelor,15,30,2000人以上,Shenzhen,mature (no financing need),华为技术有限公司,1510000
4433,Java,Java开发工程师,5-10year,Bachelor,16,30,2000人以上,Xi'an,mature (no financing need),华为技术有限公司,1510000
4434,Java,JAVA开发工程师,3-5year,Bachelor,15,30,50-150人,Shanghai,developing (no financing need),华通银行（筹）,79100
4435,Java,Java开发工程师,3-5year,junior college,12,15,500-2000人,Nanjing,mature (no financing need),华通,11400000
4436,Java,JAVA开发工程师,1-3year,Bachelor,7,13,500-2000人,Nanjing,mature (no financing need),华通,11400000
4437,Java,Java开发工程师,3-5year,junior college,10,14,500-2000人,Shenzhen,mature (no financing need),华通,11400000
4438,Java,Java开发工程师,1-3year,junior college,3,4,50-150人,Xi'an,developing (no financing need),华商互联,1780000
4439,Java,Java开发工程师,3-5year,Bachelor,10,20,500-2000人,Shenzhen,mature (no financing need),华软集团深圳分公司,35800
4440,Java,Java开发工程师,3-5year,junior college,10,20,150-500人,Shenzhen,developing (no financing need),华南城网,2170000
4441,Java,Java开发工程师,3-5year,Bachelor,10,15,15-50人,Beijing,startup (no financing need),华风爱科,11600
4442,Java,JAVA开发工程师,3-5year,Bachelor,10,20,2000人以上,Shenzhen,mature (D round or over),华大股份,2170000
4443,Java,Java开发工程师,unlimited,Unlimited,5,10,15-50人,Wuhan,startup (no financing need),华大博思,34
4444,Java,Java开发工程师,3-5year,Bachelor,10,20,15-50人,Beijing,startup (angel round),花圃科技,2490000
4445,Java,Java开发工程师,1-3year,Bachelor,10,15,150-500人,Hangzhou,developing (B round),户帮户,137000
4446,Java,Java开发工程师,1-3year,junior college,5,6,50-150人,Changsha,developing (A round),湖南自驾友网络技术有限公司,718000
4447,Java,Java开发工程师,1-3year,Bachelor,6,10,50-150人,Changsha,developing (no financing need),湖南钢信,18
4448,Java,Java开发工程师,3-5year,junior college,8,13,150-500人,Changsha,developing (no financing need),湖南得一,2070000
4449,Java,Java开发工程师,1-3year,junior college,6,12,15-50人,Wuhan,startup (no financing),湖北新明生,399000
4450,Java,Java开发工程师,3-5year,Bachelor,15,25,2000人以上,Beijing,developing (A round),厚本金融,4770000
4451,Java,java开发工程师,1-3year,Unlimited,5,10,15-50人,Changsha,startup (no financing),后生科技,11500000
4452,Java,Java开发工程师,1-3year,Bachelor,5,10,15-50人,Guangzhou,startup (no financing),宏天,1630000
4453,Java,Java开发工程师,3-5year,junior college,4,8,少于15人,Chengdu,startup (no financing),恒智百川,37
4454,Java,Java开发工程师,unlimited,Bachelor,13,25,2000人以上,Beijing,mature (no financing need),恒昌利通,471000
4455,Java,Java开发工程师,1-3year,Unlimited,7,14,少于15人,Hangzhou,startup (angel round),核盛网络,72400
4456,Java,java开发工程师,5-10year,Unlimited,20,30,150-500人,Beijing,developing (no financing need),和讯网,18500000
4457,Java,Java开发工程师,3-5year,Bachelor,20,35,2000人以上,Beijing,listed company,和创科技（红圈营销）,3300
4458,Java,Java开发工程师,3-5year,junior college,15,25,150-500人,Hangzhou,developing (B round),禾连健康,57900
4459,Java,Java开发工程师,1-3year,Bachelor,12,15,少于15人,Wuhan,startup (angel round),禾大科技,469000
4460,Java,Java开发工程师,3-5year,junior college,15,20,15-50人,Hangzhou,startup (no financing need),浩渺通讯科技,38200
4461,Java,Java开发工程师,3-5year,Unlimited,6,12,15-50人,Guangzhou,startup (no financing need),昊恒科技,382000
4462,Java,Java开发工程师,3-5year,Bachelor,10,20,50-150人,Hangzhou,developing (B round),好好开车,610000
4463,Java,Java开发工程师,3-5year,junior college,15,25,15-50人,Hangzhou,developing (A round),好德软件,445000
4464,Java,Java开发工程师,3-5year,Bachelor,12,23,50-150人,Hangzhou,startup (angel round),杭州有盾网络科技有限公司,538000
4465,Java,JAVA开发工程师,1-3year,junior college,7,14,15-50人,Hangzhou,startup (no financing need),杭州文熠金融信息服务有限公司,74
4466,Java,Java开发工程师,3-5year,Bachelor,10,20,15-50人,Nanjing,developing (B round),瀚思南京研发中心,15600
4467,Java,JAVA开发工程师,3-5year,Bachelor,10,15,50-150人,Beijing,developing (B round),汉时电子,4150000
4468,Java,Java开发工程师,3-5year,junior college,15,25,150-500人,Hangzhou,listed company,汉鼎股份,1950000
4469,Java,Java开发工程师,3-5year,Bachelor,15,30,2000人以上,Shanghai,listed company,汉得,3240000
4470,Java,Java开发工程师,unlimited,Unlimited,15,20,50-150人,Hangzhou,developing (A round),氦氪,141000
4471,Java,Java开发工程师,5-10year,junior college,15,25,150-500人,Guangzhou,startup (no financing),海通安恒,26300
4472,Java,Java开发工程师,3-5year,Bachelor,10,20,150-500人,Guangzhou,startup (no financing),海通安恒,26300
4473,Java,Java开发工程师,3-5year,Bachelor,10,20,150-500人,Shanghai,startup (no financing),海通安恒,26300
4474,Java,java开发工程师,3-5year,junior college,10,16,150-500人,Shanghai,listed company,海魄科技,185000
4475,Java,Java开发工程师,unlimited,Bachelor,8,15,150-500人,Guangzhou,startup (angel round),海量数据,5440000
4476,Java,Java开发工程师,3-5year,Bachelor,10,20,150-500人,Shenzhen,developing (no financing need),海航通信,1620000
4477,Java,java开发工程师,1-3year,Bachelor,10,15,150-500人,Shenzhen,developing (no financing need),海航通信,1620000
4478,Java,Java开发工程师,1-3year,Bachelor,8,15,500-2000人,Chengdu,developing (B round),嗨学网,399000
4479,Java,Java开发工程师,1-3year,Unlimited,8,15,15-50人,Chengdu,startup (no financing),国软易点,6320
4480,Java,Java开发工程师,3-5year,Bachelor,15,18,500-2000人,Beijing,startup (no financing),国美金控,994000
4481,Java,Java开发工程师,1-3year,Bachelor,6,10,2000人以上,Chengdu,listed company,国美电器,8610000
4482,Java,Java开发工程师,1-3year,Bachelor,6,8,500-2000人,Chengdu,mature (no financing need),国际私塾,321000
4483,Java,Java开发工程师,3-5year,junior college,8,15,150-500人,Nanjing,startup (no financing),国邦金服,63000
4484,Java,java开发工程师,1-3year,Bachelor,7,10,150-500人,Guangzhou,developing (no financing need),广州中软,2090000
4485,Java,Java开发工程师,3-5year,junior college,10,15,150-500人,Guangzhou,developing (no financing need),广州至拓网络科技有限公司,84
4486,Java,JAVA开发工程师,3-5year,junior college,7,10,150-500人,Guangzhou,developing (no financing need),广州至拓网络科技有限公司,84
4487,Java,Java开发工程师,1-3year,junior college,7,10,150-500人,Guangzhou,developing (no financing need),广州万迅电脑软件有限公司,3190
4488,Java,Java开发工程师,3-5year,junior college,8,16,500-2000人,Guangzhou,mature (no financing need),广州穗通,245000
4489,Java,Java开发工程师,3-5year,Bachelor,10,15,500-2000人,Guangzhou,mature (no financing need),广州动心,1990000
4490,Java,Java开发工程师,1-3year,junior college,8,15,15-50人,Guangzhou,startup (angel round),广州创互科技信息咨询有限公司,566
4491,Java,Java开发工程师,1-3year,junior college,10,15,500-2000人,Guangzhou,mature (no financing need),广州碧软,18000
4492,Java,Java开发工程师,5-10year,Bachelor,10,20,500-2000人,Guangzhou,startup (no financing),广汽汇理,302000
4493,Java,Java开发工程师,3-5year,Bachelor,15,30,15-50人,Shenzhen,startup (no financing need),广发互联小贷,5090000
4494,Java,Java开发工程师,3-5year,junior college,10,18,50-150人,Guangzhou,developing (no financing need),广东佐邻佑你智能科技有限公司,235
4495,Java,Java开发工程师,unlimited,Bachelor,8,11,2000人以上,Guangzhou,mature (no financing need),广东亿迅,264000
4496,Java,JAVA开发工程师,3-5year,junior college,7,10,150-500人,Nanjing,startup (angel round),广东沃云,90700
4497,Java,Java开发工程师,3-5year,Bachelor,8,16,500-2000人,Guangzhou,mature (no financing need),广东利通科技,25400
4498,Java,Java开发工程师,1-3year,junior college,8,16,50-150人,Hangzhou,developing (A round),古川游戏,1970000
4499,Java,Java开发工程师,1-3year,Bachelor,6,9,50-150人,Changsha,developing (no financing need),共致开源,23100
4500,Java,Java开发工程师,3-5year,Bachelor,7,14,50-150人,Xi'an,developing (no financing need),公众仕达,5890
4501,Java,Java开发工程师,1-3year,Bachelor,8,15,15-50人,Changsha,startup (angel round),公司目前致力于打造O2O关系网,285000
4502,Java,Java开发工程师,3-5year,Bachelor,12,15,150-500人,Shenzhen,mature (C round),个推,759000
4503,Java,JAVA开发工程师,1-3year,junior college,5,8,150-500人,Changsha,listed company,高阳通联,29900
4504,Java,Java开发工程师,1-3year,junior college,10,15,2000人以上,Nanjing,listed company,高伟达软件股份有限公司,167000
4505,Java,Java开发工程师,1-3year,junior college,6,10,150-500人,Changsha,developing (B round),钢为网,5190000
4506,Java,Java开发工程师,3-5year,Bachelor,6,12,15-50人,Nanjing,developing (B round),盖奇信息,56
4507,Java,Java开发工程师,3-5year,Bachelor,10,20,2000人以上,Beijing,mature (no financing need),复华控股,1200000
4508,Java,java开发工程师,1-3year,Bachelor,12,16,15-50人,Hangzhou,startup (no financing need),服人网络,39700000
4509,Java,Java开发工程师,3-5year,Bachelor,10,15,500-2000人,Beijing,mature (no financing need),蜂巢天下,2020000
4510,Java,Java开发工程师,unlimited,Bachelor,8,15,500-2000人,Wuhan,mature (no financing need),烽火技服,1620000
4511,Java,JAVA开发工程师,5-10year,Bachelor,15,25,15-50人,Shenzhen,startup (angel round),风车金融,2160000
4512,Java,Java开发工程师,1-3year,Bachelor,10,18,150-500人,Shanghai,developing (B round),丰趣海淘,230000
4513,Java,Java开发工程师,3-5year,Bachelor,15,25,少于15人,Shanghai,startup (angel round),纷至科技,2150000
4514,Java,JAVA开发工程师,3-5year,Bachelor,13,25,2000人以上,Shenzhen,mature (D round or over),分期乐,3490000
4515,Java,Java开发工程师,1-3year,Bachelor,10,20,50-150人,Guangzhou,developing (A round),飞雨游戏,1500000
4516,Java,Java开发工程师,3-5year,Bachelor,10,20,150-500人,Guangzhou,developing (no financing need),飞屋网络科技,18000
4517,Java,Java开发工程师,unlimited,Unlimited,10,15,15-50人,Shanghai,startup (no financing need),方芝维,22300
4518,Java,Java开发工程师,3-5year,junior college,8,12,500-2000人,Wuhan,mature (no financing need),方正璞华,21900
4519,Java,JAVA开发工程师,3-5year,junior college,8,15,150-500人,Wuhan,startup (no financing),方正国际,469000
4520,Java,Java开发工程师,1-3year,junior college,8,14,500-2000人,Guangzhou,mature (no financing need),方欣科技,563000
4521,Java,Java开发工程师,1-3year,Bachelor,12,15,500-2000人,Shanghai,mature (D round or over),泛微,4280000
4522,Java,Java开发工程师,1-3year,Bachelor,9,18,500-2000人,Guangzhou,listed company,泛华企业集团,387000
4523,Java,Java开发工程师,1-3year,Bachelor,10,15,50-150人,Hangzhou,developing (B round),凡闻,524000
4524,Java,Java开发工程师,unlimited,junior college,6,9,150-500人,Guangzhou,listed company,凡科,2590000
4525,Java,Java开发工程师,3-5year,Bachelor,18,35,2000人以上,Shanghai,mature (D round or over),饿了么,15600000
4526,Java,Java开发工程师,3-5year,Bachelor,16,20,2000人以上,Shanghai,mature (D round or over),饿了么,15600000
4527,Java,Java开发工程师,unlimited,Bachelor,12,20,500-2000人,Guangzhou,mature (no financing need),多益网络,1970000
4528,Java,Java开发工程师,3-5year,junior college,10,20,50-150人,Hangzhou,developing (A round),多聚APP,4470000
4529,Java,Java开发工程师,1-3year,Unlimited,6,12,少于15人,Hangzhou,startup (angel round),多贝科技,626000
4530,Java,JAVA开发工程师,1-3year,Bachelor,8,15,150-500人,Hangzhou,developing (A round),兑吧,158000
4531,Java,Java开发工程师,3-5year,junior college,8,10,150-500人,Guangzhou,listed company,短讯神州,6400
4532,Java,Java开发工程师,3-5year,junior college,10,20,15-50人,Changsha,startup (no financing),动脑科技,2410000
4533,Java,Java开发工程师,3-5year,Bachelor,10,20,500-2000人,Nanjing,listed company,东软慧聚,124000
4534,Java,Java开发工程师,3-5year,junior college,8,15,500-2000人,Xi'an,listed company,东软慧聚,124000
4535,Java,Java开发工程师,3-5year,Bachelor,10,18,150-500人,Shanghai,startup (angel round),东普科技,651000
4536,Java,java开发工程师,3-5year,Bachelor,9,18,500-2000人,Nanjing,developing (B round),东方融资网,1640000
4537,Java,Java开发工程师,unlimited,Bachelor,5,5,2000人以上,Chengdu,listed company,东方国信,1760000
4538,Java,Java开发工程师,3-5year,junior college,15,25,2000人以上,Shanghai,listed company,东方财富,11600000
4539,Java,Java开发工程师,3-5year,Bachelor,15,20,2000人以上,Shanghai,listed company,东方财富,11600000
4540,Java,java开发工程师,1-3year,junior college,12,20,150-500人,Beijing,developing (no financing need),叮当快药,183000
4541,Java,Java开发工程师,3-5year,Bachelor,25,40,50-150人,Shanghai,listed company,电信恒联,16700
4542,Java,Java开发工程师,1-3year,junior college,8,14,15-50人,Guangzhou,startup (no financing),点屏信息,9980000
4543,Java,Java开发工程师,1-3year,junior college,12,17,50-150人,Beijing,developing (A round),第一电动网,2350000
4544,Java,Java开发工程师,3-5year,junior college,10,20,15-50人,Beijing,developing (A round),迪安开元科技,210000
4545,Java,Java开发工程师,3-5year,Bachelor,8,12,15-50人,Changsha,startup (no financing),瞪羚之星,37900
4546,Java,Java开发工程师,3-5year,Bachelor,9,12,50-150人,Shanghai,developing (A round),得渔科技,1230000
4547,Java,java开发工程师,1-3year,Bachelor,9,13,150-500人,Chengdu,startup (angel round),丹露成都网络技术有限公司,5660
4548,Java,Java开发工程师,3-5year,junior college,10,15,15-50人,Shenzhen,startup (no financing),代来代去,10100
4549,Java,Java开发工程师,unlimited,junior college,15,25,2000人以上,Shenzhen,developing (B round),达飞金控,88300
4550,Java,Java开发工程师,3-5year,Bachelor,8,12,150-500人,Changsha,startup (no financing),创业赢,65400
4551,Java,Java开发工程师,3-5year,junior college,15,25,50-150人,Shenzhen,developing (B round),传信,5900000
4552,Java,JAVA开发工程师,3-5year,Bachelor,10,20,500-2000人,Wuhan,listed company,传神,15700000
4553,Java,Java开发工程师,3-5year,Bachelor,8,14,500-2000人,Wuhan,listed company,传神,15700000
4554,Java,Java开发工程师,3-5year,junior college,12,24,2000人以上,Hangzhou,listed company,传化物流集团,547000
4555,Java,Java开发工程师,unlimited,Bachelor,5,8,50-150人,Nanjing,developing (no financing need),川陀大匠,10000
4556,Java,Java开发工程师,3-5year,Bachelor,8,15,150-500人,Nanjing,listed company,橙红科技,2080000
4557,Java,Java开发工程师,1-3year,Bachelor,12,20,150-500人,Guangzhou,listed company,城市热点,11300000
4558,Java,Java开发工程师,1-3year,Bachelor,6,12,150-500人,Guangzhou,listed company,城市热点,11300000
4559,Java,Java开发工程师,5-10year,Bachelor,12,19,2000人以上,Guangzhou,mature (no financing need),诚迈科技,419000
4560,Java,Java开发工程师,1-3year,junior college,8,15,2000人以上,Suzhou,mature (D round or over),诚迈科技,419000
4561,Java,Java开发工程师,1-3year,Bachelor,8,16,2000人以上,Suzhou,mature (D round or over),诚迈科技,419000
4562,Java,Java开发工程师,1-3year,Bachelor,8,16,2000人以上,Suzhou,mature (D round or over),诚迈科技,419000
4563,Java,Java开发工程师,1-3year,junior college,7,14,2000人以上,Suzhou,mature (D round or over),诚迈科技,419000
4564,Java,Java开发工程师,3-5year,junior college,10,15,150-500人,Chengdu,developing (no financing need),成都万腾科技,25700
4565,Java,java开发工程师,3-5year,Bachelor,10,15,15-50人,Chengdu,startup (angel round),成都天添益,7940
4566,Java,Java开发工程师,3-5year,Bachelor,8,12,150-500人,Chengdu,developing (no financing need),成都百德,1390000
4567,Java,java开发工程师,3-5year,Bachelor,6,9,50-150人,Chengdu,developing (no financing need),宸钰信息,90100
4568,Java,Java开发工程师,3-5year,Bachelor,10,15,50-150人,Beijing,developing (A round),宸瑞科技,229000
4569,Java,Java开发工程师,3-5year,Bachelor,12,24,150-500人,Hangzhou,developing (B round),车猫网络,168000
4570,Java,Java开发工程师,1-3year,Bachelor,10,15,150-500人,Hangzhou,developing (B round),车蚂蚁,153000
4571,Java,Java开发工程师,1-3year,Unlimited,10,20,50-150人,Nanjing,developing (B round),车300,15400000
4572,Java,JAVA开发工程师,3-5year,junior college,10,20,500-2000人,Shenzhen,mature (no financing need),超爱财,107000
4573,Java,JAVA开发工程师,5-10year,Bachelor,16,23,2000人以上,Beijing,listed company,畅游,14300000
4574,Java,Java开发工程师,3-5year,junior college,15,25,2000人以上,Beijing,listed company,畅游,14300000
4575,Java,Java开发工程师,3-5year,Unlimited,15,30,2000人以上,Beijing,listed company,畅游,14300000
4576,Java,JAVA开发工程师,3-5year,Bachelor,10,18,2000人以上,Beijing,listed company,畅游,14300000
4577,Java,Java开发工程师,3-5year,junior college,15,25,15-50人,Beijing,startup (no financing),禅境股份,86600
4578,Java,Java开发工程师,3-5year,junior college,15,20,150-500人,Hangzhou,developing (B round),草根投资,423000
4579,Java,Java开发工程师,1-3year,junior college,8,15,少于15人,Nanjing,startup (no financing),彩晔科技,6390
4580,Java,Java开发工程师,3-5year,junior college,8,14,500-2000人,Chengdu,mature (no financing need),彩讯科技,597000
4581,Java,Java开发工程师,3-5year,Bachelor,8,15,150-500人,Hangzhou,listed company,财人汇,94400
4582,Java,Java开发工程师,1-3year,Bachelor,6,12,150-500人,Hangzhou,listed company,财人汇,94400
4583,Java,Java开发工程师,1-3year,junior college,10,15,150-500人,Guangzhou,developing (no financing need),步峰信息,250000
4584,Java,Java开发工程师,3-5year,Bachelor,8,15,15-50人,Guangzhou,startup (angel round),布谷鸟,6020000
4585,Java,Java开发工程师,3-5year,Bachelor,10,20,50-150人,Beijing,developing (A round),捕梦网,2750000
4586,Java,Java开发工程师,3-5year,junior college,10,15,50-150人,Chengdu,developing (no financing need),博智信息,2040000
4587,Java,java开发工程师,1-3year,junior college,10,20,500-2000人,Shenzhen,mature (no financing need),博悦科创,98
4588,Java,java开发工程师,1-3year,junior college,10,17,500-2000人,Shenzhen,mature (no financing need),博悦科创,98
4589,Java,Java开发工程师,1-3year,junior college,8,16,500-2000人,Shenzhen,mature (no financing need),博悦科创,98
4590,Java,Java开发工程师,3-5year,junior college,6,12,500-2000人,Shenzhen,mature (no financing need),博悦科创,98
4591,Java,Java开发工程师,3-5year,junior college,10,15,150-500人,Chengdu,listed company,博易智软,87700
4592,Java,Java开发工程师,3-5year,Bachelor,15,20,150-500人,Suzhou,listed company,博易智软,87700
4593,Java,Java开发工程师,3-5year,junior college,12,20,2000人以上,Hangzhou,listed company,博彦科技,1060000
4594,Java,Java开发工程师,3-5year,junior college,15,18,2000人以上,Shanghai,listed company,博彦科技,1060000
4595,Java,Java开发工程师,3-5year,Bachelor,7,12,150-500人,Beijing,listed company,博安达,139000
4596,Java,Java开发工程师,3-5year,Bachelor,7,14,150-500人,Shenzhen,listed company,博安达,139000
4597,Java,JAVA开发工程师,1-3year,Bachelor,5,8,150-500人,Xi'an,listed company,博安达,139000
4598,Java,JAVA开发工程师,1-3year,Bachelor,5,9,150-500人,Changsha,listed company,博安达,139000
4599,Java,Java开发工程师,3-5year,Bachelor,12,18,500-2000人,Guangzhou,startup (no financing),铂涛旅行,2010000
4600,Java,Java开发工程师,1-3year,Bachelor,12,18,500-2000人,Guangzhou,startup (no financing),铂涛旅行,2010000
4601,Java,Java开发工程师,1-3year,junior college,10,15,500-2000人,Guangzhou,startup (no financing),铂涛旅行,2010000
